code,date,open,close,high,low,volume
SH.688122,2021-10-08 13:30:00,70.0,69.98,70.3,69.81,211500.0
SH.688122,2021-10-08 14:00:00,69.97,70.31,70.69,69.92,304500.0
SH.688122,2021-10-08 14:30:00,70.3,70.73,71.18,70.26,359900.0
SH.688122,2021-10-08 15:00:00,70.86,70.78,71.3,70.58,470500.0
SH.688122,2021-10-11 10:00:00,70.98,72.85,72.87,70.0,1221300.0
SH.688122,2021-10-11 10:30:00,72.85,72.59,73.84,72.48,1836900.0
SH.688122,2021-10-11 11:00:00,72.59,71.76,72.82,71.01,1307400.0
SH.688122,2021-10-11 11:30:00,71.7,70.78,72.17,70.36,1010300.0
SH.688122,2021-10-11 13:30:00,71.26,69.85,71.5,69.67,1125900.0
SH.688122,2021-10-11 14:00:00,69.82,69.95,70.21,69.75,577000.0
SH.688122,2021-10-11 14:30:00,69.95,70.1,70.22,69.82,428400.0
SH.688122,2021-10-11 15:00:00,70.09,70.22,70.85,69.0,1162500.0
SH.688122,2021-10-12 10:00:00,69.92,70.1,71.09,68.41,991800.0
SH.688122,2021-10-12 10:30:00,70.01,70.19,71.0,69.92,560700.0
SH.688122,2021-10-12 11:00:00,70.19,69.7,70.25,69.54,246900.0
SH.688122,2021-10-12 11:30:00,69.7,69.8,69.99,69.23,384900.0
SH.688122,2021-10-12 13:30:00,70.2,68.82,70.28,68.7,475000.0
SH.688122,2021-10-12 14:00:00,68.82,69.24,69.48,68.12,577700.0
SH.688122,2021-10-12 14:30:00,69.4,69.39,69.86,68.9,415900.0
SH.688122,2021-10-12 15:00:00,69.4,69.7,69.84,69.33,305200.0
SH.688122,2021-10-13 10:00:00,70.0,71.37,71.4,69.02,999800.0
SH.688122,2021-10-13 10:30:00,71.37,72.36,72.72,71.1,1129600.0
SH.688122,2021-10-13 11:00:00,72.37,71.59,72.72,71.51,370100.0
SH.688122,2021-10-13 11:30:00,71.67,72.11,72.11,71.1,193800.0
SH.688122,2021-10-13 13:30:00,72.19,72.65,72.95,72.0,547800.0
SH.688122,2021-10-13 14:00:00,72.63,72.11,72.64,72.07,192300.0
SH.688122,2021-10-13 14:30:00,72.11,72.52,72.69,72.11,278500.0
SH.688122,2021-10-13 15:00:00,72.58,72.28,72.59,72.14,251200.0
SH.688122,2021-10-14 10:00:00,72.76,73.39,74.0,71.18,887500.0
SH.688122,2021-10-14 10:30:00,73.4,72.8,73.5,72.72,331100.0
SH.688122,2021-10-14 11:00:00,72.8,73.7,73.85,72.8,446900.0
SH.688122,2021-10-14 11:30:00,73.69,73.6,74.07,73.5,379100.0
SH.688122,2021-10-14 13:30:00,73.6,73.38,73.81,73.23,511800.0
SH.688122,2021-10-14 14:00:00,73.43,73.28,73.87,73.21,402100.0
SH.688122,2021-10-14 14:30:00,73.28,73.89,73.92,73.25,450700.0
SH.688122,2021-10-14 15:00:00,73.89,73.53,74.1,73.31,599500.0
SH.688122,2021-10-15 10:00:00,73.76,72.78,73.76,72.2,643700.0
SH.688122,2021-10-15 10:30:00,72.78,72.71,73.64,72.44,369400.0
SH.688122,2021-10-15 11:00:00,72.73,72.92,73.3,72.48,283100.0
SH.688122,2021-10-15 11:30:00,72.9,72.95,73.28,72.7,183000.0
SH.688122,2021-10-15 13:30:00,72.98,73.02,73.2,72.61,267100.0
SH.688122,2021-10-15 14:00:00,72.99,73.52,73.52,72.7,306900.0
SH.688122,2021-10-15 14:30:00,73.52,73.46,73.62,73.09,229100.0
SH.688122,2021-10-15 15:00:00,73.47,73.55,73.68,73.38,339300.0
SH.688122,2021-10-18 10:00:00,73.76,74.08,74.18,72.63,569700.0
SH.688122,2021-10-18 10:30:00,74.09,73.07,74.25,73.0,604300.0
SH.688122,2021-10-18 11:00:00,73.0,74.26,74.36,72.44,513000.0
SH.688122,2021-10-18 11:30:00,74.26,75.01,75.35,74.26,863300.0
SH.688122,2021-10-18 13:30:00,74.9,74.82,75.93,74.82,774200.0
SH.688122,2021-10-18 14:00:00,74.83,75.28,75.44,74.63,573000.0
SH.688122,2021-10-18 14:30:00,74.99,75.12,75.27,74.76,385300.0
SH.688122,2021-10-18 15:00:00,75.12,74.98,75.2,74.78,384100.0
SH.688122,2021-10-19 10:00:00,74.54,74.05,75.52,73.85,658000.0
SH.688122,2021-10-19 10:30:00,74.0,75.07,75.14,73.88,338400.0
SH.688122,2021-10-19 11:00:00,75.13,75.45,75.85,75.04,481300.0
SH.688122,2021-10-19 11:30:00,75.4,75.27,75.63,75.2,194200.0
SH.688122,2021-10-19 13:30:00,75.29,75.2,75.29,74.76,196300.0
SH.688122,2021-10-19 14:00:00,75.2,75.41,75.65,75.1,203700.0
SH.688122,2021-10-19 14:30:00,75.35,75.39,75.66,75.1,360800.0
SH.688122,2021-10-19 15:00:00,75.39,75.6,75.6,75.3,303000.0
SH.688122,2021-10-20 10:00:00,75.6,75.16,75.77,74.8,617500.0
SH.688122,2021-10-20 10:30:00,75.16,75.62,75.73,74.8,345900.0
SH.688122,2021-10-20 11:00:00,75.55,76.18,76.25,75.16,508000.0
SH.688122,2021-10-20 11:30:00,76.2,75.77,76.58,75.6,549300.0
SH.688122,2021-10-20 13:30:00,75.79,75.03,75.79,74.7,786300.0
